"Country or Area","Year","Area","Sex","Age","Industry","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Total","Male","75 +","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","1900","1"
"Australia","2016","Total","Male","75 +","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","3680","1"
"Australia","2016","Total","Male","75 +","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","1010","1"
"Australia","2016","Total","Male","75 +","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","1965","1"
"Australia","2016","Total","Male","75 +","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","1042","1"
"Australia","2016","Total","Male","75 +","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","5053","1"
"Australia","2016","Total","Male","75 +","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","1080","1"
"Australia","2016","Total","Male","75 +","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","1410","1"
"Australia","2016","Total","Male","75 +","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","2256","1"
"Australia","2016","Total","Male","75 +","Other community, social and personal service activities (ISIC Rev.3/3.1: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","2125","1"
"Australia","2016","Total","Male","75 +","Activities of private households as employers and undifferentiated production activities of private households (ISIC Rev.3/3.1: Category P)","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Total","Male","75 +","Extraterritorial organizations and bodies (ISIC Rev.3/3.1: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","75 +","Not defined/not classifiable","Census - de jure - complete tabulation","Final figure, complete","2017","4507","1"
"Australia","2016","Total","Male","75 +","Total","Census - de jure - complete tabulation","Final figure, complete","2017","37305","1"
"Australia","2016","Total","Male","75 +","Agriculture, forestry and fishing (ISIC Rev.4: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","8613","1"
"Australia","2016","Total","Male","75 +","Mining and quarrying (ISIC Rev.4: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","224","1"
"Australia","2016","Total","Male","75 +","Manufacturing (ISIC Rev.4: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","2010","1"
"Australia","2016","Total","Male","75 +","Electricity, gas, steam and air conditioning supply (ISIC Rev.4: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","60","1"
"Australia","2016","Total","Male","75 +","Water supply; sewerage, waste management and remediation activities (ISIC Rev.4: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","101","1"
"Australia","2016","Total","Male","75 +","Construction (ISIC Rev.4: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","1983","1"
"Australia","2016","Total","Male","75 +","Wholesale and retail trade; repair of motor vehicles and motorcycles (ISIC Rev.4: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","3619","1"
"Australia","2016","Total","Male","75 +","Transportation and storage (ISIC Rev.4: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","1719","1"
"Australia","2016","Total","Male","75 +","Accommodation and food service activities (ISIC Rev.4: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","1010","1"
"Australia","2016","Total","Male","75 +","Information and communication (ISIC Rev.4: Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","507","1"
"Australia","2016","Total","Male","75 +","Financial and insurance activities (ISIC Rev.4: Section K)","Census - de jure - complete tabulation","Final figure, complete","2017","1041","1"
"Australia","2016","Total","Male","75 +","Real estate activities (ISIC Rev.4: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","1296","1"
"Australia","2016","Total","Male","75 +","Professional, scientific and technical activities (ISIC Rev.4: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","3002","1"
"Australia","2016","Total","Male","75 +","Administrative and support service activities (ISIC Rev.4: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","1334","1"
"Australia","2016","Total","Male","75 +","Public administration and defence; compulsory social security (ISIC Rev.4: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","1080","1"
"Australia","2016","Total","Male","75 +","Education (ISIC Rev.4: Section P)","Census - de jure - complete tabulation","Final figure, complete","2017","1492","1"
"Australia","2016","Total","Male","75 +","Human health and social work activities (ISIC Rev.4: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","2213","1"
"Australia","2016","Total","Male","75 +","Arts, entertainment and recreation (ISIC Rev.4: Section R)","Census - de jure - complete tabulation","Final figure, complete","2017","772","1"
"Australia","2016","Total","Male","75 +","Other service activities (ISIC Rev.4: Section S)","Census - de jure - complete tabulation","Final figure, complete","2017","906","1"
"Australia","2016","Total","Male","75 +","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (ISIC Rev.4: Section T)","Census - de jure - complete tabulation","Final figure, complete","2017","5","1"
"Australia","2016","Total","Male","75 +","Activities of extraterritorial organizations and bodies (ISIC Rev.4: Section U)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Male","75 +","Unknown","Census - de jure - complete tabulation","Final figure, complete","2017","4330","1"
"Australia","2016","Total","Male","75 +","Total","Census - de jure - complete tabulation","Final figure, complete","2017","37305","1"
"Australia","2016","Total","Female","15 - 19","Agriculture, hunting and forestry (ISIC Rev.3/3.1: Section A)","Census - de jure - complete tabulation","Final figure, complete","2017","2229","1"
"Australia","2016","Total","Female","15 - 19","Fishing (ISIC Rev.3/3.1: Section B)","Census - de jure - complete tabulation","Final figure, complete","2017","34","1"
"Australia","2016","Total","Female","15 - 19","Mining and quarrying (ISIC Rev.3/3.1: Section C)","Census - de jure - complete tabulation","Final figure, complete","2017","168","1"
"Australia","2016","Total","Female","15 - 19","Manufacturing (ISIC Rev.3/3.1: Section D)","Census - de jure - complete tabulation","Final figure, complete","2017","10324","1"
"Australia","2016","Total","Female","15 - 19","Electricity, gas and water supply (ISIC Rev.3/3.1: Section E)","Census - de jure - complete tabulation","Final figure, complete","2017","132","1"
"Australia","2016","Total","Female","15 - 19","Construction (ISIC Rev.3/3.1: Section F)","Census - de jure - complete tabulation","Final figure, complete","2017","2018","1"
"Australia","2016","Total","Female","15 - 19","Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods (ISIC Rev.3/3.1: Section G)","Census - de jure - complete tabulation","Final figure, complete","2017","89661","1"
"Australia","2016","Total","Female","15 - 19","Hotels and restaurants (ISIC Rev.3/3.1: Section H)","Census - de jure - complete tabulation","Final figure, complete","2017","101421","1"
"Australia","2016","Total","Female","15 - 19","Transport, storage and communications (ISIC Rev.3/3.1: Section I)","Census - de jure - complete tabulation","Final figure, complete","2017","2620","1"
"Australia","2016","Total","Female","15 - 19","Financial intermediation (ISIC Rev.3/3.1:  Section J)","Census - de jure - complete tabulation","Final figure, complete","2017","1722","1"
"Australia","2016","Total","Female","15 - 19","Real estate, renting and business activities (ISIC Rev.3/3.1: Category K)","Census - de jure - complete tabulation","Final figure, complete","2017","8528","1"
"Australia","2016","Total","Female","15 - 19","Public administration and defense; compulsory social security (ISIC-Rev.3/3.1: Section L)","Census - de jure - complete tabulation","Final figure, complete","2017","2531","1"
"Australia","2016","Total","Female","15 - 19","Education (ISIC Rev.3/3.1: Section M)","Census - de jure - complete tabulation","Final figure, complete","2017","9693","1"
"Australia","2016","Total","Female","15 - 19","Health and social work (ISIC Rev.3/3.1: Section N)","Census - de jure - complete tabulation","Final figure, complete","2017","16962","1"
"Australia","2016","Total","Female","15 - 19","Other community, social and personal service activities (ISIC Rev.3/3.1: Section O)","Census - de jure - complete tabulation","Final figure, complete","2017","23277","1"
"Australia","2016","Total","Female","15 - 19","Activities of private households as employers and undifferentiated production activities of private households (ISIC Rev.3/3.1: Category P)","Census - de jure - complete tabulation","Final figure, complete","2017","356","1"
"Australia","2016","Total","Female","15 - 19","Extraterritorial organizations and bodies (ISIC Rev.3/3.1: Section Q)","Census - de jure - complete tabulation","Final figure, complete","2017","0","1"
"Australia","2016","Total","Female","15 - 19","Not defined/not classifiable","Census - de jure - complete tabulation","Final figure, complete","2017","9149","1"
